id,word,part_of_speech,korean_meaning,korean_pronunciation,example_sentence,example_translation,category,difficulty,tags,starred
4149,embedding,noun,임베딩,임베딩,Each word is mapped to a dense embedding vector.,각 단어는 밀집 임베딩 벡터로 변환된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4150,feature map,noun,특징 맵,피처 맵,The convolution layer outputs a stack of feature maps.,합성곱 층은 여러 개의 특징 맵을 출력한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4151,architecture,noun,아키텍처; 구조,아키텍처,The transformer architecture scales well with more data.,트랜스포머 구조는 데이터가 많아질수록 잘 확장된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4152,backbone,noun,백본; 기반 신경망,백본,We use a pretrained backbone for feature extraction.,우리는 특징 추출을 위해 사전학습된 백본을 사용한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4153,encoder,noun,인코더,인코더,The encoder maps the input into a latent representation.,인코더는 입력을 잠재 표현으로 변환한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4154,decoder,noun,디코더,디코더,The decoder generates output tokens one at a time.,디코더는 출력 토큰을 하나씩 생성한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4155,transformer,noun,트랜스포머,트랜스포머,The transformer replaced recurrent networks in most tasks.,트랜스포머는 대부분의 과제에서 순환 신경망을 대체했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4156,self-attention,noun,셀프 어텐션,셀프 어텐션,Self-attention lets each token attend to every other token.,셀프 어텐션은 각 토큰이 다른 모든 토큰을 참조하게 한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4157,cross-attention,noun,교차 어텐션,크로스 어텐션,Cross-attention connects the encoder and decoder representations.,교차 어텐션은 인코더와 디코더 표현을 연결한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4158,attention head,noun,어텐션 헤드,어텐션 헤드,Each attention head captures a different relationship.,각 어텐션 헤드는 서로 다른 관계를 포착한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4159,query,noun,쿼리; 질의,쿼리,The query vector is compared against all keys.,쿼리 벡터는 모든 키와 비교된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4160,value vector,noun,값 벡터,밸류 벡털,The output is a weighted sum of value vectors.,출력은 값 벡터들의 가중합이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4161,softmax,noun,소프트맥스,소프트맥스,We apply softmax to convert logits into probabilities.,우리는 로짓을 확률로 변환하기 위해 소프트맥스를 적용한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4162,logit,noun,로짓,로짓,The final layer produces one logit per class.,마지막 층은 클래스마다 하나의 로짓을 출력한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4163,residual connection,noun,잔차 연결,리지주얼 커넥션,Residual connections help gradients flow through deep networks.,잔차 연결은 기울기가 깊은 신경망을 통과하도록 돕는다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4164,feed-forward network,noun,순방향 신경망,피드 포워드 네트워크,Each block contains a feed-forward network after attention.,각 블록은 어텐션 뒤에 순방향 신경망을 포함한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4165,multilayer perceptron,noun,다층 퍼셉트론,멀티레이어 퍼셉트론,A multilayer perceptron can approximate complex functions.,다층 퍼셉트론은 복잡한 함수를 근사할 수 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4166,vision-language model,noun,비전-언어 모델,비전 랭귀지 모델,The vision-language model captions images accurately.,이 비전-언어 모델은 이미지를 정확하게 설명한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4167,multimodal,adjective,멀티모달의,멀티모달,The system accepts multimodal inputs like text and images.,이 시스템은 텍스트와 이미지 같은 멀티모달 입력을 받는다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4168,modality,noun,모달리티; 양식,모댈리티,Each modality is encoded by a separate network.,각 모달리티는 별도의 신경망으로 인코딩된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4169,cross-modal,adjective,교차 모달의,크로스 모달,Cross-modal retrieval matches images with relevant text.,교차 모달 검색은 이미지를 관련 텍스트와 매칭한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4170,visual token,noun,시각 토큰,비주얼 토큰,The image is split into a sequence of visual tokens.,이미지는 시각 토큰들의 시퀀스로 분할된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4171,text token,noun,텍스트 토큰,텍스트 토큰,Each text token is embedded before entering the model.,각 텍스트 토큰은 모델에 들어가기 전에 임베딩된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4172,large language model,noun,대규모 언어 모델,라지 랭귀지 모델,The large language model was trained on trillions of tokens.,이 대규모 언어 모델은 수조 개의 토큰으로 학습되었다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4173,foundation model,noun,파운데이션 모델; 기반 모델,파운데이션 모델,A single foundation model powers many downstream tasks.,하나의 파운데이션 모델이 여러 다운스트림 과제를 지원한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4174,diffusion model,noun,확산 모델,디퓨전 모델,The diffusion model generates images from random noise.,확산 모델은 무작위 노이즈로부터 이미지를 생성한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4175,denoising,noun,노이즈 제거,디노이징,The network learns denoising at each step.,신경망은 각 단계에서 노이즈 제거를 학습한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4176,sampling,noun,샘플링,샘플링,We improved sampling quality with a better scheduler.,우리는 더 나은 스케줄러로 샘플링 품질을 개선했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4177,timestep,noun,시간 단계,타임스텝,The model conditions on the current diffusion timestep.,모델은 현재 확산 시간 단계를 조건으로 삼는다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4178,trajectory,noun,궤적,트러젝터리,We visualized the sampling trajectory over time.,우리는 시간에 따른 샘플링 궤적을 시각화했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4179,score function,noun,스코어 함수,스코어 펑션,The score function estimates the gradient of the data density.,스코어 함수는 데이터 밀도의 기울기를 추정한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4180,minority sampling,noun,소수 클래스 샘플링,마이노리티 샘플링,Minority sampling improves performance on rare classes.,소수 클래스 샘플링은 희귀 클래스의 성능을 향상시킨다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4181,hallucination,noun,환각; 할루시네이션,할루시네이션,The model's hallucination produced facts that were entirely false.,모델의 환각은 완전히 거짓인 사실들을 만들어냈다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4182,alignment,noun,정렬; 얼라인먼트,얼라인먼트,Alignment ensures the model follows human intentions.,얼라인먼트는 모델이 인간의 의도를 따르도록 보장한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4183,retrieval,noun,검색; 정보 검색,리트리벌,Retrieval augments the model with external documents.,검색은 외부 문서로 모델을 보강한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4184,context window,noun,컨텍스트 윈도우; 문맥 창,컨텍스트 윈도우,A longer context window lets the model read entire documents.,더 긴 컨텍스트 윈도우는 모델이 문서 전체를 읽게 해준다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4185,key-value cache,noun,키-값 캐시,키 밸류 캐시,The key-value cache speeds up autoregressive decoding.,키-값 캐시는 자기회귀 디코딩 속도를 높인다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4186,benchmark,noun,벤치마크,벤치마크,The new method tops every benchmark we tested.,새로운 방법은 우리가 테스트한 모든 벤치마크에서 1위를 차지한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4187,baseline,noun,기준선; 베이스라인,베이스라인,Our model outperforms the strongest baseline by five points.,우리 모델은 가장 강력한 베이스라인을 5점 앞선다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4188,ablation study,noun,절제 연구; 제거 실험,애블레이션 스터디,The ablation study shows each component matters.,절제 연구는 각 구성 요소가 중요함을 보여준다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4189,evaluation metric,noun,평가 지표,이밸류에이션 메트릭,We report accuracy as our primary evaluation metric.,우리는 정확도를 주요 평가 지표로 보고한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4190,precision,noun,정밀도; 정확도,프리시전,The classifier achieves high precision but low recall.,이 분류기는 높은 정밀도를 얻지만 재현율은 낮다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4191,f1 score,noun,F1 점수,에프원 스코어,We compare models using the F1 score.,우리는 F1 점수를 사용해 모델을 비교한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4192,confusion matrix,noun,혼동 행렬,컨퓨전 매트릭스,The confusion matrix reveals which classes are misclassified.,혼동 행렬은 어떤 클래스가 잘못 분류되는지 보여준다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4193,false positive,noun,거짓 양성,폴스 파지티브,Reducing false positives is critical in fraud detection.,거짓 양성을 줄이는 것은 사기 탐지에서 매우 중요하다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4194,false negative,noun,거짓 음성,폴스 네거티브,A false negative means a real case was missed.,거짓 음성은 실제 사례를 놓쳤음을 의미한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4195,classification,noun,분류,클래시피케이션,Image classification remains a core benchmark task.,이미지 분류는 여전히 핵심 벤치마크 과제이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
